Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
R01DK104927,"University of Illinois Chicago, College of Pharmacy, Department of Pharmacy Systems, Outcomes and Policy, Chicago, Illinois.",2025,"Smart, Mary H; Lin, Janet Y; Layden, Brian T; Eisenberg, Yuval; Danielson, Kirstie K; Pobee, Ruth; Tang, Chuxian; Rydzon, Brett; Maheswaran, Anjana Bairavi; Pickard, A Simon; Sharp, Lisa K; Kong, Angela",United States,1936-9018,3,<a href='https://pubmed.ncbi.nlm.nih.gov/40561987'>The western journal of emergency medicine</a>,West J Emerg Med,26,eng,720-728,12208037,40561987,2025 Feb 13,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12208037'>Validating an Electronic Health Record Algorithm for Diabetes Screening Eligibility in the Emergency Department.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40561987&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12208037/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40561987'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12208037/'>Cited By, Google</a>", ,PMID(40561987) OR  ,2025,19369018,,,
K01MH125172,"Computer Science, University of Toronto Toronto, Ontario, Canada.",2025,"Bhattacharjee, Ananya; Zeng, Yuchen; Mohr, David C; Xu, Sarah Yi; Meyerhoff, Jonah; Liut, Michael; Rao, Pranav; Ahmed, Syed Ishtiaque; Mariakakis, Alex; Kornfield, Rachel; Williams, Joseph Jay",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/40873971'>DIS. Designing Interactive Systems (Conference)</a>,DIS (Des Interact Syst Conf),2025,eng,1387-1416,12380106,40873971,2025 Jul,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12380106'>Perfectly to a Tee: Understanding User Perceptions of Personalized LLM-Enhanced Narrative Interventions.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40873971&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12380106/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40873971'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12380106/'>Cited By, Google</a>", ,PMID(40873971) OR  ,2025,,,,
R21AR080351,"Department of Medicine, Division of Rheumatology, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2025,"Hamilton, Samuel; Gadhvi, Gaurav; Therron, Tyler; SCRIPT Investigators; Winter, Deborah R",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40630536'>Research square</a>,Res Sq, ,eng, ,12236924,40630536,2025 Jul 03,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12236924'>Integration of Bulk RNA-seq Pipeline Metrics for Assessing Low-Quality Samples.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40630536&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12236924/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40630536'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12236924/'>Cited By, Google</a>", ,PMID(40630536) OR  ,2025,26935015,,,
P30CA060553,"Department of Chemical and Biological Engineering, Northwestern University, Evanston, Illinois 60208, United States.",2025,"Boucher, Jonathan D; Stranford, Devin M; Edelstein, Hailey I; Tullman-Ercek, Danielle; Kamat, Neha P; Leonard, Joshua N",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40631339'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12236470,40631339,2025 Jul 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12236470'>Distinguishing Protein and Gene Delivery Enables Characterization and Bioengineering of Extracellular Vesicle-Adeno-Associated Virus Vectors.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40631339&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12236470/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40631339'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12236470/'>Cited By, Google</a>", ,PMID(40631339) OR  ,2025,26928205,,,
R01AI165079,"Division of Infectious Diseases, Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, Illinois, USA.",2025,"Saini, Pratima; Mirji, Gauri; Islam, S M Shamsul; Simons, Lacy M; Bhat, Sajad Ahmed; Bonfanti, Amanda P; Muthumani, Kar; Agrawal, Priyesh; Cassel, Joel; Tang, Hsin-Yao; Tateno, Hiroaki; Zhang, Rugang; Hultquist, Judd F; Shinde, Rahul S; Abdel-Mohsen, Mohamed",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40654843'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12247989,40654843,2025 Jul 19,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12247989'>Targeting Siglec-10/Î±3Î²1 Integrin Interactions Enhances Macrophage-Mediated Phagocytosis of Pancreatic Cancer.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40654843&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12247989/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40654843'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12247989/'>Cited By, Google</a>", ,PMID(40654843) OR  ,2025,26928205,,,
R01AG092241,"Division of Infectious Diseases, Department of Medicine, Feinberg School of Medicine, Northwestern University, Chicago, Illinois, USA.",2025,"Saini, Pratima; Mirji, Gauri; Islam, S M Shamsul; Simons, Lacy M; Bhat, Sajad Ahmed; Bonfanti, Amanda P; Muthumani, Kar; Agrawal, Priyesh; Cassel, Joel; Tang, Hsin-Yao; Tateno, Hiroaki; Zhang, Rugang; Hultquist, Judd F; Shinde, Rahul S; Abdel-Mohsen, Mohamed",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40654843'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12247989,40654843,2025 Jul 19,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12247989'>Targeting Siglec-10/Î±3Î²1 Integrin Interactions Enhances Macrophage-Mediated Phagocytosis of Pancreatic Cancer.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40654843&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12247989/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40654843'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12247989/'>Cited By, Google</a>", ,PMID(40654843) OR  ,2025,26928205,,,
R01AG067781,"Vanderbilt University, Department of Computer Science, Nashville, TN, USA.",2025,"Kim, Michael E; Gao, Chenyu; Ramadass, Karthik; Newlin, Nancy R; Kanakaraj, Praitayini; Bogdanov, Sam; Rudravaram, Gaurav; Archer, Derek; Hohman, Timothy J; Jefferson, Angela L; Morgan, Victoria L; Roche, Alexandra; Englot, Dario J; Resnick, Susan M; Beason Held, Lori L; Cutting, Laurie; Barquero, Laura A; D'archangel, Micah A; Nguyen, Tin Q; Humphreys, Kathryn L; Niu, Yanbin; Vinci-Booher, Sophia; Cascio, Carissa J; HABS-HD Study Team; Alzheimerâ€™s Disease Neuroimaging Initiative; BIOCARD Study Team; Li, Zhiyuan; Vandekar, Simon N; Zhang, Panpan; Gore, John C; Landman, Bennett A; Schilling, Kurt G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40654938'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12247954,40654938,2025 May 09,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12247954'>White matter microstructure and macrostructure brain charts across the human lifespan.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40654938&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40654938'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Cited By, Google</a>", ,PMID(40654938) OR  ,2025,26928205,,,
R01AG077444,"Vanderbilt University, Department of Computer Science, Nashville, TN, USA.",2025,"Kim, Michael E; Gao, Chenyu; Ramadass, Karthik; Newlin, Nancy R; Kanakaraj, Praitayini; Bogdanov, Sam; Rudravaram, Gaurav; Archer, Derek; Hohman, Timothy J; Jefferson, Angela L; Morgan, Victoria L; Roche, Alexandra; Englot, Dario J; Resnick, Susan M; Beason Held, Lori L; Cutting, Laurie; Barquero, Laura A; D'archangel, Micah A; Nguyen, Tin Q; Humphreys, Kathryn L; Niu, Yanbin; Vinci-Booher, Sophia; Cascio, Carissa J; HABS-HD Study Team; Alzheimerâ€™s Disease Neuroimaging Initiative; BIOCARD Study Team; Li, Zhiyuan; Vandekar, Simon N; Zhang, Panpan; Gore, John C; Landman, Bennett A; Schilling, Kurt G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40654938'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12247954,40654938,2025 May 09,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12247954'>White matter microstructure and macrostructure brain charts across the human lifespan.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40654938&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40654938'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Cited By, Google</a>", ,PMID(40654938) OR  ,2025,26928205,,,
R56AG045571,"Vanderbilt University, Department of Computer Science, Nashville, TN, USA.",2025,"Kim, Michael E; Gao, Chenyu; Ramadass, Karthik; Newlin, Nancy R; Kanakaraj, Praitayini; Bogdanov, Sam; Rudravaram, Gaurav; Archer, Derek; Hohman, Timothy J; Jefferson, Angela L; Morgan, Victoria L; Roche, Alexandra; Englot, Dario J; Resnick, Susan M; Beason Held, Lori L; Cutting, Laurie; Barquero, Laura A; D'archangel, Micah A; Nguyen, Tin Q; Humphreys, Kathryn L; Niu, Yanbin; Vinci-Booher, Sophia; Cascio, Carissa J; HABS-HD Study Team; Alzheimerâ€™s Disease Neuroimaging Initiative; BIOCARD Study Team; Li, Zhiyuan; Vandekar, Simon N; Zhang, Panpan; Gore, John C; Landman, Bennett A; Schilling, Kurt G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40654938'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12247954,40654938,2025 May 09,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12247954'>White matter microstructure and macrostructure brain charts across the human lifespan.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40654938&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40654938'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Cited By, Google</a>", ,PMID(40654938) OR  ,2025,26928205,,,
R01NS075075,"Vanderbilt University, Department of Computer Science, Nashville, TN, USA.",2025,"Kim, Michael E; Gao, Chenyu; Ramadass, Karthik; Newlin, Nancy R; Kanakaraj, Praitayini; Bogdanov, Sam; Rudravaram, Gaurav; Archer, Derek; Hohman, Timothy J; Jefferson, Angela L; Morgan, Victoria L; Roche, Alexandra; Englot, Dario J; Resnick, Susan M; Beason Held, Lori L; Cutting, Laurie; Barquero, Laura A; D'archangel, Micah A; Nguyen, Tin Q; Humphreys, Kathryn L; Niu, Yanbin; Vinci-Booher, Sophia; Cascio, Carissa J; HABS-HD Study Team; Alzheimerâ€™s Disease Neuroimaging Initiative; BIOCARD Study Team; Li, Zhiyuan; Vandekar, Simon N; Zhang, Panpan; Gore, John C; Landman, Bennett A; Schilling, Kurt G",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40654938'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12247954,40654938,2025 May 09,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12247954'>White matter microstructure and macrostructure brain charts across the human lifespan.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40654938&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40654938'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12247954/'>Cited By, Google</a>", ,PMID(40654938) OR  ,2025,26928205,,,
P41GM135018,"Department of Microbiology, Genetics & Immunology, Michigan State University, East Lansing, MI, USA.",2025,"Kim, Thomas; Hong, Bongjin; O'Halloran, Thomas V; Lisabeth, Erika; Neubig, Richard R; Fiebig, Aretha; Crosson, Sean",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40655013'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12248096,40655013,2025 May 10,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12248096'>Reversion of a RND transporter pseudogene uncovers latent stress resistance in Brucella ovis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40655013&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12248096/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40655013'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12248096/'>Cited By, Google</a>", ,PMID(40655013) OR  ,2025,26928205,,,
S10OD026786,"Department of Microbiology, Genetics, Immunology, Michigan State University East Lansing MI USA macrenar@msu.edu ohallor8@msu.edu crawf472@msu.edu.",2025,"Crawford, Andrew M; Zee, David Z; Jin, Qiaoling; Sue, Aaron; Sinha, Niharika; Ahn, Soo Hyun; O'Halloran, Thomas V; MacRenaris, Keith W",England,0267-9477,8,<a href='https://pubmed.ncbi.nlm.nih.gov/40657301'>Journal of analytical atomic spectrometry</a>,J Anal At Spectrom,40,eng,2162-2178,12243102,40657301,2025 Jul 30,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12243102'>AutoSpect: an all-in-one software solution for automated processing of LA-ICP-TOF-MS datasets.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40657301&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12243102/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40657301'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12243102/'>Cited By, Google</a>", ,PMID(40657301) OR  ,2025,02679477,,,
R01GM038784,"Department of Microbiology, Genetics, Immunology, Michigan State University East Lansing MI USA macrenar@msu.edu ohallor8@msu.edu crawf472@msu.edu.",2025,"Crawford, Andrew M; Zee, David Z; Jin, Qiaoling; Sue, Aaron; Sinha, Niharika; Ahn, Soo Hyun; O'Halloran, Thomas V; MacRenaris, Keith W",England,0267-9477,8,<a href='https://pubmed.ncbi.nlm.nih.gov/40657301'>Journal of analytical atomic spectrometry</a>,J Anal At Spectrom,40,eng,2162-2178,12243102,40657301,2025 Jul 30,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12243102'>AutoSpect: an all-in-one software solution for automated processing of LA-ICP-TOF-MS datasets.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40657301&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12243102/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40657301'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12243102/'>Cited By, Google</a>", ,PMID(40657301) OR  ,2025,02679477,,,
OT2OD026557,"Department of Biomedical Data Science, Stanford University, Stanford, CA, USA.",2025,"Goto, Ryunosuke; Naito, Tatsuhiko; Skokauskas, Norbert; Inoue, Kosuke",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/40661263'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,12258772,40661263,2025 May 19,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12258772'>Polygenic scores for precision psychiatry: a study on the effect heterogeneity of antidepressants.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40661263&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12258772/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40661263'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12258772/'>Cited By, Google</a>", ,PMID(40661263) OR  ,2025,,,,
P30CA060553,"Department of Medicine, Division of Pulmonary and Critical Care Medicine, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2025,"D'Alessandro, Karis B; Zampese, Enrico; Blum, Jenna L E; Kuusik, Britta; Palmiotti, Alec; Davidson, Shawn M; Reczek, Colleen R; Surmeier, D James; Chandel, Navdeep S",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/40661583'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,12258980,40661583,2025 Jun 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/12258980'>Genetic modulation of mitochondrial NAD+ regeneration does not prevent dopaminergic neuron dysfunction caused by mitochondrial complex I impairment.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40661583&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC12258980/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40661583'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC12258980/'>Cited By, Google</a>", ,PMID(40661583) OR  ,2025,26928205,,,
