Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
R01DC013315,"Department of Mathematics and Statistics, Indian Institute of Technology, Kanpur, 208016, Uttar Pradesh, India.",2024,"Mukhopadhyay, Minerva; McHaney, Jacie R; Chandrasekaran, Bharath; Sarkar, Abhra",United States,1860-0980,2,<a href='https://pubmed.ncbi.nlm.nih.gov/38374497'>Psychometrika</a>,Psychometrika,89,eng,461-485, ,38374497,2024 Jun,Bayesian Semiparametric Longitudinal Inverse-Probit Mixed Models for Category Learning.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38374497&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Bayesian Semiparametric Longitudinal Inverse-Probit Mixed Models for Category Learning.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38374497'>Cited By, PMID</a>", , ,PMID(38374497) OR  ,2024,18600980,,,
KL2TR001424,"From the Shirley Ryan AbilityLab, Chicago, Illinois (IR, JN, JF, PJ, GS); Northwestern University Feinberg School of Medicine, Chicago, Illinois (IR, JM, JF, PJ, GS); and Robert H. Lurie Cancer Center, Northwestern University, Chicago, Illinois (IR).",2024,"Roy, Ishan; Marks, Julia; Fram, Julia; Jayabalan, Prakash; Spill, Gayle",United States,1537-7385,8,<a href='https://pubmed.ncbi.nlm.nih.gov/38377051'>American journal of physical medicine & rehabilitation</a>,Am J Phys Med Rehabil,103,eng,698-702,11236954,38377051,2024 Aug 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11236954'>Decreased Bed Mobility Function Is Associated With Postdischarge Mortality for Cancer Patients in Inpatient Rehabilitation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38377051&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11236954/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38377051'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11236954/'>Cited By, Google</a>", ,PMID(38377051) OR  ,2024,15377385,,,
R01AI153088,"Department of Biology, Johns Hopkins University, Baltimore, MD, 21218, USA.",2024,"Collins, J B; Stone, Skyler A; Koury, Emily J; Paredes, Anna G; Shao, Fiona; Lovato, Crystal; Chen, Michael; Shi, Richelle; Li, Anwyn Y; Candal, Isa; Al Moutaa, Khadija; Moya, Nicolas; Andersen, Erik C",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38665774'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11044196,38665774,2024 Apr 13,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11044196'>Quantitative tests of albendazole resistance in beta-tubulin mutants.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38665774&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11044196/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38665774'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11044196/'>Cited By, Google</a>", ,PMID(38665774) OR  ,2024,26928205,,,
K12HS026385,"Division of Cardiology, Department of Medicine, Feinberg School of Medicine, Northwestern University, 676 North Saint Clair Street, Suite 600, Chicago, IL, 60611, USA. faraz.ahmad@northwestern.edu.",2024,"Ahmad, Faraz S; Hu, Ted Ling; Adler, Eric D; Petito, Lucia C; Wehbe, Ramsey M; Wilcox, Jane E; Mutharasan, R Kannan; Nardone, Beatrice; Tadel, Matevz; Greenberg, Barry; Yagil, Avi; Campagnari, Claudio",Germany,1861-0692,9,<a href='https://pubmed.ncbi.nlm.nih.gov/38565710'>Clinical research in cardiology : official journal of the German Cardiac Society</a>,Clin Res Cardiol,113,eng,1343-1354,11371523,38565710,2024 Sep,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11371523'>Performance of risk models to predict mortality risk for patients with heart failure: evaluation in an integrated health system.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38565710&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11371523/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38565710'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11371523/'>Cited By, Google</a>", ,PMID(38565710) OR  ,2024,18610692,,,
UL1TR001422,"Cardiovascular Division and Global Health Center, Washington University in St. Louis, St. Louis, MO, USA. m.huffman@wustl.edu.",2024,"Huffman, Mark D; Baldridge, Abigail S; Lazar, Danielle; Abbas, Hiba; Mejia, Jairo; Flowers, Fallon M; Quintana, Adriana; Jackson, Alema; Kandula, Namratha R; Lloyd-Jones, Donald M; Persell, Stephen D; Khan, Sadiya S; Paparello, James J; Chopra, Aashima; Tripathi, Priya; Vu, My H; Chow, Clara K; Ciolino, Jody D",England,1348-4214,6,<a href='https://pubmed.ncbi.nlm.nih.gov/38584159'>Hypertension research : official journal of the Japanese Society of Hypertension</a>,Hypertens Res,47,eng,1668-1677,11150153,38584159,2024 Jun,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11150153'>Efficacy and safety of a four-drug, quarter-dose treatment for hypertension: the QUARTET USA randomized trial.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38584159&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11150153/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38584159'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11150153/'>Cited By, Google</a>",3.13,PMID(38584159) OR  ,2024,13484214,,,
D43TW011976,"Cardiovascular Research Unit, University of Abuja Teaching Hospital, Gwagwalada, Abuja.",2024,"Orji, Ikechukwu A; Baldridge, Abigail S; Ikechukwu-Orji, Mercy U; Banigbe, Bolanle; Eze, Nelson C; Chopra, Aashima; Omitiran, Kasarachi; Iyer, Guhan; Odoh, Deborah; Alex-Okoh, Morenike; Reng, Rifkatu; Hirschhorn, Lisa R; Huffman, Mark D; Ojji, Dike B",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38585872'>Research square</a>,Res Sq, ,eng, ,10996784,38585872,2024 Mar 26,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10996784'>Evaluation of Primary Healthcare Centers' Service Availability and Readiness for Implementing Diabetes Care in Abuja, Nigeria: A Cross-Sectional, Formative Assessment.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38585872&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10996784/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38585872'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10996784/'>Cited By, Google</a>", ,PMID(38585872) OR  ,2024,26935015,,,
U01NS080818,"University of California, San Francisco.",2024,"Saloner, Rowan; Staffaroni, Adam; Dammer, Eric; Johnson, Erik C B; Paolillo, Emily; Wise, Amy; Heuer, Hilary; Forsberg, Leah; Lago, Argentina Lario; Webb, Julia; Vogel, Jacob; Santillo, Alexander; Hansson, Oskar; Kramer, Joel; Miller, Bruce; Li, Jingyao; Loureiro, Joseph; Sivasankaran, Rajeev; Worringer, Kathleen; Seyfried, Nicholas; Yokoyama, Jennifer; Seeley, William; Spina, Salvatore; Grinberg, Lea; VandeVrede, Lawren; Ljubenkov, Peter; Bayram, Ece; Bozoki, Andrea; Brushaber, Danielle; Considine, Ciaran; Day, Gregory; Dickerson, Bradford; Domoto-Reilly, Kimiko; Faber, Kelley; Galasko, Douglas; Geschwind, Daniel; Ghoshal, Nupur; Graff-Radford, Neill; Hales, Chadwick; Honig, Lawrence; Hsiung, Ging-Yuek; Huey, Edward; Kornak, John; Kremers, Walter; Lapid, Maria; Lee, Suzee; Litvan, Irene; McMillan, Corey; Mendez, Mario; Miyagawa, Toji; Pantelyat, Alexander; Pascual, Belen; Paulson, Henry; Petrucelli, Leonard; Pressman, Peter; Ramos, Eliana; Rascovsky, Katya; Roberson, Erik; Savica, Rodolfo; Snyder, Allison; Sullivan, A Campbell; Tartaglia, Carmela; Vandebergh, Marijne; Boeve, Bradley; Rosen, Howie; Rojas, Julio; Boxer, Adam; Casaletto, Kaitlin",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38585969'>Research square</a>,Res Sq, ,eng, ,10996789,38585969,2024 Mar 28,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10996789'>Large-scale network analysis of the cerebrospinal fluid proteome identifies molecular signatures of frontotemporal lobar degeneration.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38585969&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10996789/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38585969'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10996789/'>Cited By, Google</a>", ,PMID(38585969) OR  ,2024,26935015,,,
R01NR011987,"Department of Medical Social Sciences, Northwestern University Feinberg School of Medicine, 303 E. Chicago Ave, Room 18-134, Chicago, IL 60611.",2024,"Wood, Christine V; Salusky, Ida; Jones, Remi F; Remich, Robin; Caliendo, Anne E; McGee, Richard",England,2590-2601, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38586561'>Methods in Psychology (Online)</a>,Meth Psychol,10,eng, ,10993913,38586561,2024 Nov,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10993913'>Using longitudinal qualitative research to understand the experiences of minoritized people.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38586561&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10993913/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38586561'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10993913/'>Cited By, Google</a>", ,PMID(38586561) OR  ,2024,25902601,,,
R01HL141459,"Department of Surgery, College of Medicine, Cancer Center, University of Illinois at Chicago, Chicago, IL 60612, USA.",2024,"Wu, Wenjiao; Arunagiri, Vinothini; Do-Umehara, Hanh Chi; Chen, Cong; Gu, Shuyin; Biswas, Indrani; Ridge, Karen M; Budinger, G R Scott; Liu, Shuwen; Liu, Jing",United States,1937-9145,831,<a href='https://pubmed.ncbi.nlm.nih.gov/38593156'>Science signaling</a>,Sci Signal,17,eng,eadg7867,11182629,38593156,2024 Apr 09,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11182629'>Miz1 represses type I interferon production and limits viral clearance during influenza A virus infection.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38593156&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11182629/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38593156'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11182629/'>Cited By, Google</a>", ,PMID(38593156) OR  ,2024,19379145,,,
P01AI145818,Department of Otolaryngology.,2024,"Bai, Junqin; Tan, Bruce K; Kato, Atsushi",United States,1473-6322,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37966157'>Current opinion in allergy and clinical immunology</a>,Curr Opin Allergy Clin Immunol,24,eng,8-Jan,10873077,37966157,2024 Feb 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10873077'>Endotypic heterogeneity and pathogenesis in chronic rhinosinusitis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37966157&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10873077/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37966157'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10873077/'>Cited By, Google</a>", ,PMID(37966157) OR  ,2024,14736322,,,
R01DC016645,Department of Otolaryngology.,2024,"Bai, Junqin; Tan, Bruce K; Kato, Atsushi",United States,1473-6322,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37966157'>Current opinion in allergy and clinical immunology</a>,Curr Opin Allergy Clin Immunol,24,eng,8-Jan,10873077,37966157,2024 Feb 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10873077'>Endotypic heterogeneity and pathogenesis in chronic rhinosinusitis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37966157&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10873077/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37966157'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10873077/'>Cited By, Google</a>", ,PMID(37966157) OR  ,2024,14736322,,,
R01AI134952,Department of Otolaryngology.,2024,"Bai, Junqin; Tan, Bruce K; Kato, Atsushi",United States,1473-6322,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37966157'>Current opinion in allergy and clinical immunology</a>,Curr Opin Allergy Clin Immunol,24,eng,8-Jan,10873077,37966157,2024 Feb 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10873077'>Endotypic heterogeneity and pathogenesis in chronic rhinosinusitis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37966157&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10873077/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37966157'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10873077/'>Cited By, Google</a>", ,PMID(37966157) OR  ,2024,14736322,,,
K01HL121162,"Department of Radiology, Northwestern University Feinberg School of Medicine, 737 N Michigan Avenue, Suite 1600, Chicago, IL, 60611, USA. kai-lin@northwestern.edu.",2024,"Lin, Kai; Sarnari, Roberto; Gordon, Daniel Z; Markl, Michael; Carr, James C",United States,1875-8312,2,<a href='https://pubmed.ncbi.nlm.nih.gov/37968429'>The international journal of cardiovascular imaging</a>,Int J Cardiovasc Imaging,40,eng,287-294, ,37968429,2024 Feb,Cine MRI-derived radiomics features indicate hemodynamic changes in the pulmonary artery.,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37968429&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Cine MRI-derived radiomics features indicate hemodynamic changes in the pulmonary artery.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37968429'>Cited By, PMID</a>", , ,PMID(37968429) OR  ,2024,18758312,,,
RF1NS085002,"Davee Department of Neurology, Division of Stroke and Neurocritical Care, Northwestern University Feinberg School of Medicine, 625N. Michigan Avenue Suite 1150, Chicago, IL 60611, USA.",2024,"Gorelick, Philip B; Sorond, Farzaneh A",Netherlands,2666-2450, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38292017'>Cerebral circulation - cognition and behavior</a>,Cereb Circ Cogn Behav,6,eng,100190,10826122,38292017,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10826122'>What is brain health?</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38292017&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10826122/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38292017'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10826122/'>Cited By, Google</a>",0.86,PMID(38292017) OR  ,2024,26662450,,,
R00CA248835,"Department of Cell and Developmental Biology, Northwestern University, Chicago, Illinois, USA, 60611.",2024,"Abraham, Ajay; Samaniego-Castruita, Daniela; Paladino, Jillian; Han, Isabella; Ramesh, Prathyaya; Tran, Mi Thao; Southern, Rebecca M; Shukla, Ashima; Shukla, Vipul",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38313292'>Research square</a>,Res Sq, ,eng, ,10836118,38313292,2024 Jan 18,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10836118'>Arid1a-dependent canonical BAF complex suppresses inflammatory programs to drive efficient Germinal Center B cell responses.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38313292&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10836118/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38313292'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10836118/'>Cited By, Google</a>", ,PMID(38313292) OR  ,2024,26935015,,,
