Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,_pmid_norm,_year_int,_issn_norm,_title_norm,APC 2025 (USD),Publisher,Journal,_journal_label,_publisher,apc_original,_waived_by_issn,_waived_by_title,_is_waived,apc_effective
P30AG013854,"Mental Health Care Line, Michael E. DeBakey VA Medical Center, Houston, TX, USA.",2024,"Webber, Troy A; Lorkiewicz, Sara A; Kiselica, Andrew M; Woods, Steven P",England,1469-7661,1,<a href='https://pubmed.ncbi.nlm.nih.gov/37057867'>Journal of the International Neuropsychological Society : JINS</a>,J Int Neuropsychol Soc,30,eng,35-46,10576013,37057867,2024 Jan,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10576013'>Ecological validity of cognitive fluctuations in dementia with Lewy bodies.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37057867&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10576013/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37057867'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10576013/'>Cited By, Google</a>",4.71,37057867,2024,14697661,j int neuropsychol soc,,,,J Int Neuropsychol Soc,Unknown,,False,False,False,
F32NS106812, ,2024,"Bomba-Warczak, Ewa K; Velez, Karen M; Zhou, Luhan T; Guillermier, Christelle; Edassery, Seby; Steinhauser, Matthew L; Savas, Jeffrey N; Elizabeth Duncan, Francesca",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/37905022'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10614913,37905022,2024 Jul 05,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10614913'>Exceptional longevity of mammalian ovarian and oocyte macromolecules throughout the reproductive lifespan.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37905022&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10614913/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37905022'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10614913/'>Cited By, Google</a>", ,37905022,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01NS097901,"Department of Pharmacology, Northwestern University, Chicago, IL, USA.",2024,"Chen, Chuyu; Masotti, Meghan; Shepard, Nathaniel; Promes, Vanessa; Tombesi, Giulia; Arango, Daniel; Manzoni, Claudia; Greggio, Elisa; Hilfiker, Sabine; Kozorovitskiy, Yevgenia; Parisiadou, Loukia",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38895420'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11185612,38895420,2024 Jun 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11185612'>LRRK2 mediates haloperidol-induced changes in indirect pathway striatal projection neurons.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38895420&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11185612/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38895420'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11185612/'>Cited By, Google</a>", ,38895420,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
S10RR029272,"Department of Chemistry and Biochemistry, Department of Ocean and Mechanical Engineering, Florida Atlantic University, Boca Raton, FL, USA.",2024,"Duersch, Bobby G; Soini, Steven A; Luo, Yanqi; Liu, Xiaoyang; Chen, Si; Merk, Vivian M",England,1756-591X,10,<a href='https://pubmed.ncbi.nlm.nih.gov/39271453'>Metallomics : integrated biometal science</a>,Metallomics,16,eng, ,11450467,39271453,2024 Oct 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11450467'>Nanoscale elemental and morphological imaging of nitrogen-fixing cyanobacteria.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39271453&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11450467/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39271453'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11450467/'>Cited By, Google</a>", ,39271453,2024,1756591X,metallomics,,,,Metallomics,Unknown,,False,False,False,
UH3HL165065,"St. Louis, Missouri.",2024,"Maddox, Thomas M",United States,0065-7778, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39135571'>Transactions of the American Clinical and Climatological Association</a>,Trans Am Clin Climatol Assoc,134,eng,239-251,11316891,39135571,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11316891'>INNOVATIONS IN DIGITAL HEALTH TO IMPROVE CARE DELIVERY: THE BJC HEALTHCARE/WASHINGTON UNIVERSITY SCHOOL OF MEDICINE HEALTHCARE INNOVATION LAB.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39135571&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11316891/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39135571'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11316891/'>Cited By, Google</a>", ,39135571,2024,00657778,trans am clin climatol assoc,,,,Trans Am Clin Climatol Assoc,Unknown,,False,False,False,
P01HL154998,"Department of Civil and Environmental Engineering, Northwestern University, Evanston, IL, USA.",2024,"Sumner, Jack T; Pickens, Chiagozie I; Huttelmaier, Stefanie; Moghadam, Anahid A; Abdala-Valencia, Hiam; NU SCRIPT Study Investigators; Hauser, Alan R; Seed, Patrick C; Wunderink, Richard G; Hartmann, Erica M",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39148859'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11326345,39148859,2024 Sep 25,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11326345'>Transitions in lung microbiota landscape associate with distinct patterns of pneumonia progression.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39148859&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11326345/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39148859'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11326345/'>Cited By, Google</a>", ,39148859,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
OT2OD026557,"Department of Pharmacy Practice and Science, R. Ken Coit College of Pharmacy, University of Arizona, Tucson, AZ, USA.",2024,"Khajouei, Ehsan; Ghisays, Valentina; Piras, Ignazio S; Martinez, Kiana L; Naymik, Marcus; Ngo, Preston; Tran, Tam C; Denny, Joshua C; Wheeler, Travis J; Huentelman, Matthew J; Reiman, Eric M; Karnes, Jason H",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39281754'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11398429,39281754,2024 Sep 04,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11398429'>Phenome-Wide Association of APOE Alleles in the All of Us Research Program.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39281754&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11398429/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39281754'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11398429/'>Cited By, Google</a>", ,39281754,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
R35GM118035,"Departments of Molecular Biosciences and of Chemistry, Northwestern University, Evanston, IL, United States.",2024,"Reyes, Reyvin M; Rosenzweig, Amy C",United States,1557-7988, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39155110'>Methods in enzymology</a>,Methods Enzymol,702,eng,171-187,11622243,39155110,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11622243'>Purification and biochemical characterization of methanobactin biosynthetic enzymes.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39155110&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11622243/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39155110'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11622243/'>Cited By, Google</a>", ,39155110,2024,15577988,methods enzymol,,,,Methods Enzymol,Unknown,,False,False,False,
D43TW010350,"DSI-NRF Centre of Excellence for Biomedical Tuberculosis Research, SAMRC Centre for Tuberculosis Research, Division of Molecular Biology and Human Genetics, Faculty of Medicine and Health Sciences, Stellenbosch University, Tygerberg, Cape Town, 7505, South Africa.",2024,"Chiyaka, Tinaye L; Nyawo, Georgina R; Naidoo, Charissa C; Moodley, Suventha; Clemente, Jose C; Malherbe, Stephanus T; Warren, Robin M; Ku, David N; Segal, Leopoldo N; Theron, Grant",England,1476-0711,1,<a href='https://pubmed.ncbi.nlm.nih.gov/39175010'>Annals of clinical microbiology and antimicrobials</a>,Ann Clin Microbiol Antimicrob,23,eng,74,11342687,39175010,2024 Aug 22,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11342687'>PneumoniaCheck, a novel aerosol collection device, permits capture of airborne Mycobacterium tuberculosis and characterisation of the cough aeromicrobiome in people with tuberculosis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39175010&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11342687/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39175010'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11342687/'>Cited By, Google</a>", ,39175010,2024,14760711,ann clin microbiol antimicrob,,,,Ann Clin Microbiol Antimicrob,Unknown,,False,False,False,
R01AI146073,"Department of Microbiology-Immunology, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Rosas-Lemus, Monica; Minasov, George; Brunzelle, Joseph S; Taha, Taha Y; Lemak, Sofia; Yin, Shaohui; Shuvalova, Ludmilla; Rosecrans, Julia; Khanna, Kanika; Seifert, H Steven; Savchenko, Alexei; Stogios, Peter J; Ott, Melanie; Satchell, Karla J F",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39185168'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11343135,39185168,2024 Aug 14,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11343135'>Torsional Twist of the SARS-CoV and SARS-CoV-2 SUD-N and SUD-M domains.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39185168&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11343135/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39185168'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11343135/'>Cited By, Google</a>", ,39185168,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
K12HD073945,"University of Washington, Electrical and Computer Engineering, Seattle, 98115, USA.",2024,"Ouchi, Tomohiro; Scholl, Leo R; Rajeswaran, Pavithra; Canfield, Ryan A; Smith, Lydia I; Orsborn, Amy L",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39185198'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11343120,39185198,2024 Aug 16,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11343120'>Mapping eye, arm, and reward information in frontal motor cortices using electrocorticography in non-human primates.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39185198&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11343120/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39185198'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11343120/'>Cited By, Google</a>", ,39185198,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01AR080513, ,2024,"Finer, Gal; Khan, Mohammad D; Zhou, Yalu; Gadhvi, Gaurav; Yacu, George S; Park, Joo-Seop; Gomez, R Ariel; Sequeira-Lopez, Maria Luisa S; Quaggin, Susan E; Winter, Deborah R",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39211232'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11361084,39211232,2024 Dec 14,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11361084'>The transcription factor TCF21 is necessary for adoption of cell fates by Foxd1+ stromal progenitors during kidney development.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39211232&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11361084/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39211232'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11361084/'>Cited By, Google</a>", ,39211232,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01AG068579,"Department of Molecular Biosciences, Northwestern University, Evanston, IL 60208, USA.",2024,"Xu, Bingxian; Ma, Dingbang; Abruzzi, Katherine; Braun, Rosemary",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38105950'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10723455,38105950,2024 Aug 11,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10723455'>Detecting Rhythmic Gene Expression in Single Cell Transcriptomics.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38105950&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10723455/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38105950'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10723455/'>Cited By, Google</a>", ,38105950,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01NS041280, ,2024,"Callahan, Joshua W; Morales, Juan Carlos; Atherton, Jeremy F; Wang, Dorothy; Kostic, Selena; Bevan, Mark D",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38105984'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10723456,38105984,2024 May 28,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10723456'>Movement-related increases in subthalamic activity optimize locomotion.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38105984&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10723456/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38105984'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10723456/'>Cited By, Google</a>", ,38105984,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01EY012141,"Dept of Neuroscience, University of Texas-Austin, Austin, TX 78712, USA.",2024,"Maddox, J Wesley; Ordemann, Gregory J; de la Rosa Vázquez, Juan; Huang, Angie; Gault, Christof; Wisner, Serena R; Randall, Kate; Futagi, Daiki; Salem, Nihal A; Mayfield, R Dayne; Zemelman, Boris V; DeVries, Steven H; Hoon, Mrinalini; Lee, Amy",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38106079'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10723350,38106079,2024 Aug 06,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10723350'>A non-conducting role of the Cav1.4 Ca2+ channel drives homeostatic plasticity at the cone photoreceptor synapse.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38106079&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10723350/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38106079'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10723350/'>Cited By, Google</a>", ,38106079,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
P01AG054407,"Leibniz Institute on Aging - Fritz Lipmann Institute (FLI), Jena, Germany.",2024,"Di Fraia, Domenico; Marino, Antonio; Lee, Jae Ho; Kelmer Sacramento, Erika; Baumgart, Mario; Bagnoli, Sara; Tomaz da Silva, Pedro; Kumar Sahu, Amit; Siano, Giacomo; Tiessen, Max; Terzibasi-Tozzini, Eva; Gagneur, Julien; Frydman, Judith; Cellerino, Alessandro; Ori, Alessandro",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38260253'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10802395,38260253,2024 Jan 09,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802395'>Impaired biogenesis of basic proteins impacts multiple hallmarks of the aging brain.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260253&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802395/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260253'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802395/'>Cited By, Google</a>", ,38260253,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
