Order (# NIH papers 01-07/2025),Journal,ISSN1,ISSN2,ISSN3,ISSN4,Publisher,Publications acknowledging NIH funding (01-07/2025),Journal OA status,Publisher type,APC 2025 (USD),APC category,Total APCs (based on 01-07/2025),APCs covered by $2k cap,% covered by $2k cap,APCs not covered by $2k cap,APCs covered by $3k cap,% covered by $3k cap,APCs not covered by $3k cap,APCs covered by $6 cap,% covered by $6 cap,APCs not covered by $6 cap
153,The Journals of Gerontology Series A,1079-5006,1758-535X,,,Oxford University Press (OUP),56,hybrid,not for profit,4628,"$4,001-$5,000",259168,112000,0.432152118,147168,168000,0.648228176,91168,259168,1,0
154,The Journal of Pediatrics,0022-3476,1097-6833,,,Elsevier,56,hybrid,for profit,4570,"$4,001-$5,000",255920,112000,0.437636761,143920,168000,0.656455142,87920,255920,1,0
155,JAMA Internal Medicine,2168-6106,2168-6114,,,American Medical Association (AMA),55,hybrid,not for profit,6000,"$5,001-$6,000",330000,110000,0.333333333,220000,165000,0.5,165000,330000,1,0
156,Genome Research,1088-9051,1549-5469,,,Cold Spring Harbor Laboratory,55,hybrid,not for profit,5200,"$5,001-$6,000",286000,110000,0.384615385,176000,165000,0.576923077,121000,286000,1,0
157,American Journal of Ophthalmology,0002-9394,1879-1891,,,Elsevier,55,hybrid,for profit,4380,"$4,001-$5,000",240900,110000,0.456621005,130900,165000,0.684931507,75900,240900,1,0
158,AIDS,0269-9370,1473-5571,,,Wolters Kluwer,55,hybrid,for profit,4900,"$4,001-$5,000",269500,110000,0.408163265,159500,165000,0.612244898,104500,269500,1,0
159,Neuropsychopharmacology,0893-133X,1740-634X,,,Springer Nature,54,hybrid,for profit,5290,"$5,001-$6,000",285660,108000,0.378071834,177660,162000,0.56710775,123660,285660,1,0
160,Journal of Cell Biology,0021-9525,1540-8140,,,Rockefeller University Press,54,hybrid,not for profit,6000,"$5,001-$6,000",324000,108000,0.333333333,216000,162000,0.5,162000,324000,1,0
161,Cell Reports Medicine,2666-3791,,,,Elsevier,54,gold,for profit,5620,"$5,001-$6,000",303480,108000,0.355871886,195480,162000,0.533807829,141480,303480,1,0
162,PLOS Neglected Tropical Diseases,1935-2727,1935-2735,,,Public Library of Science (PLoS),54,gold,not for profit,2670,"$2,001-$3,000",144180,108000,0.74906367,36180,144180,1,0,144180,1,0
163,International Journal of Radiation Oncology â€¢ Biology â€¢ Physics,0360-3016,1879-355X,,,Elsevier,54,hybrid,for profit,4130,"$4,001-$5,000",223020,108000,0.484261501,115020,162000,0.726392252,61020,223020,1,0
164,Ophthalmology Science,2666-9145,,,,Elsevier,54,gold,for profit,2500,"$2,001-$3,000",135000,108000,0.8,27000,135000,1,0,135000,1,0
165,BMC Infectious Diseases,1471-2334,,,,Springer Nature,54,gold,for profit,3090,"$3,001-$4,000",166860,108000,0.647249191,58860,162000,0.970873786,4860,166860,1,0
166,Developmental Cognitive Neuroscience,1878-9293,1878-9307,,,Elsevier,54,gold,for profit,3830,"$3,001-$4,000",206820,108000,0.522193211,98820,162000,0.783289817,44820,206820,1,0
167,Neurobiology of Disease,0969-9961,1095-953X,,,Elsevier,54,gold,for profit,3980,"$3,001-$4,000",214920,108000,0.502512563,106920,162000,0.753768844,52920,214920,1,0
168,Frontiers in Physiology,1664-042X,,,,Frontiers,54,gold,for profit,3938,"$3,001-$4,000",212652,108000,0.507872016,104652,162000,0.761808024,50652,212652,1,0
169,IEEE Transactions on Biomedical Engineering,0018-9294,1558-2531,,,Institute of Electrical and Electronics Engineers (IEEE),53,hybrid,not for profit,2645,"$2,001-$3,000",140185,106000,0.756143667,34185,140185,1,0,140185,1,0
170,Clinical Infectious Diseases,1058-4838,1537-6591,,,Oxford University Press (OUP),53,hybrid,not for profit,5001,"$5,001-$6,000",265053,106000,0.399920016,159053,159000,0.599880024,106053,265053,1,0
171,American Journal of Clinical Nutrition,0002-9165,1938-3207,,,Elsevier,53,hybrid,for profit,5200,"$5,001-$6,000",275600,106000,0.384615385,169600,159000,0.576923077,116600,275600,1,0
172,The Journals of Gerontology Series B,1079-5014,1758-5368,,,Oxford University Press (OUP),53,hybrid,not for profit,4628,"$4,001-$5,000",245284,106000,0.432152118,139284,159000,0.648228176,86284,245284,1,0
173,Infection and Immunity,0019-9567,1098-5522,,,American Society for Microbiology,53,S2O,not for profit,2100,"$2,001-$3,000",111300,106000,0.952380952,5300,111300,1,0,111300,1,0
174,The Gerontologist,0016-9013,1758-5341,,,Oxford University Press (OUP),53,hybrid,not for profit,4628,"$4,001-$5,000",245284,106000,0.432152118,139284,159000,0.648228176,86284,245284,1,0
175,Endocrinology,0013-7227,1945-7170,,,The Endocrine Society,53,hybrid,not for profit,3938,"$3,001-$4,000",208714,106000,0.507872016,102714,159000,0.761808024,49714,208714,1,0
176,Antimicrobial Agents and Chemotherapy,0066-4804,1098-6596,,,American Society for Microbiology,53,S2O,not for profit,2100,"$2,001-$3,000",111300,106000,0.952380952,5300,111300,1,0,111300,1,0
177,Microorganisms,2076-2607,2076-2607,,,MDPI,53,gold,for profit,3375,"$3,001-$4,000",178875,106000,0.592592593,72875,159000,0.888888889,19875,178875,1,0
178,ACS Infectious Diseases,2373-8227,,,,American Chemical Society (ACS),53,hybrid,not for profit,4500,"$4,001-$5,000",238500,106000,0.444444444,132500,159000,0.666666667,79500,238500,1,0
179,Molecules,1431-5157,1420-3049,,,MDPI,53,gold,for profit,3375,"$3,001-$4,000",178875,106000,0.592592593,72875,159000,0.888888889,19875,178875,1,0
180,Genes,2073-4425,,,,MDPI,53,gold,for profit,3250,"$3,001-$4,000",172250,106000,0.615384615,66250,159000,0.923076923,13250,172250,1,0
181,Molecular Biology of the Cell,1059-1524,1939-4586,,,American Society for Cell Biology (ASCB),52,hybrid,not for profit,3995,"$3,001-$4,000",207740,104000,0.500625782,103740,156000,0.750938673,51740,207740,1,0
182,Journal of the American Medical Informatics Association,1067-5027,1527-974X,,,Oxford University Press (OUP),52,hybrid,not for profit,4549,"$4,001-$5,000",236548,104000,0.439657067,132548,156000,0.659485601,80548,236548,1,0
183,Brain Behavior and Immunity,0889-1591,1090-2139,,,Elsevier,52,hybrid,for profit,5400,"$5,001-$6,000",280800,104000,0.37037037,176800,156000,0.555555556,124800,280800,1,0
184,Cancer Research Communications,2767-9764,,,,American Association for Cancer Research (AACR),52,hybrid,not for profit,2550,"$2,001-$3,000",132600,104000,0.784313725,28600,132600,1,0,132600,1,0
185,Journal of Bacteriology,0021-9193,1098-5530,,,American Society for Microbiology,52,gold,not for profit,2100,"$2,001-$3,000",109200,104000,0.952380952,5200,109200,1,0,109200,1,0
186,ACS Chemical Neuroscience,1948-7193,,,,American Chemical Society (ACS),52,hybrid,not for profit,4500,"$4,001-$5,000",234000,104000,0.444444444,130000,156000,0.666666667,78000,234000,1,0
187,Journal of Chemical Theory and Computation,1549-9618,1549-9626,,,American Chemical Society (ACS),52,hybrid,not for profit,4500,"$4,001-$5,000",234000,104000,0.444444444,130000,156000,0.666666667,78000,234000,1,0
188,Nature Immunology,1529-2908,1529-2916,,,Springer Nature,52,hybrid,for profit,12690,"$12,001-$13,000",659880,104000,0.157604413,555880,156000,0.236406619,503880,312000,0.472813239,347880
189,Developmental Biology,0012-1606,1095-564X,,,Elsevier,51,hybrid,for profit,3910,"$3,001-$4,000",199410,102000,0.511508951,97410,153000,0.767263427,46410,199410,1,0
190,The Laryngoscope,0023-852X,1531-4995,,,Wiley,51,hybrid,for profit,4840,"$4,001-$5,000",246840,102000,0.41322314,144840,153000,0.619834711,93840,246840,1,0
191,Advanced Healthcare Materials,2192-2640,2192-2659,,,Wiley,51,hybrid,for profit,4880,"$4,001-$5,000",248880,102000,0.409836066,146880,153000,0.614754098,95880,248880,1,0
192,Biological Psychiatry Global Open Science,2667-1743,,,,Elsevier,51,gold,for profit,3700,"$3,001-$4,000",188700,102000,0.540540541,86700,153000,0.810810811,35700,188700,1,0
193,npj Precision Oncology,2397-768X,,,,Springer Nature,51,gold,for profit,4090,"$4,001-$5,000",208590,102000,0.488997555,106590,153000,0.733496333,55590,208590,1,0
194,The Journal of Prevention of Alzheimer's Disease,2274-5807,2426-0266,,,Elsevier,51,gold,for profit,4060,"$4,001-$5,000",207060,102000,0.492610837,105060,153000,0.738916256,54060,207060,1,0
195,Journal of the American College of Cardiology,0735-1097,1558-3597,,,Elsevier,50,hybrid,for profit,7166,"$7,001-$8,000",358300,100000,0.27909573,258300,150000,0.418643595,208300,300000,0.83728719,58300
196,Cancer Research,0008-5472,1538-7445,,,American Association for Cancer Research (AACR),50,hybrid,not for profit,8000,"$7,001-$8,000",400000,100000,0.25,300000,150000,0.375,250000,300000,0.75,100000
197,Brain Communications,2632-1297,,,,Oxford University Press (OUP),50,gold,not for profit,4118.85,"$4,001-$5,000",205942.5,100000,0.485572429,105942.5,150000,0.728358644,55942.5,205942.5,1,0
198,Acta Biomaterialia,1742-7061,1878-7568,,,Elsevier,50,hybrid,for profit,3810,"$3,001-$4,000",190500,100000,0.524934383,90500,150000,0.787401575,40500,190500,1,0
199,Journal of Adolescent Health,1054-139X,1879-1972,,,Elsevier,50,hybrid,for profit,3870,"$3,001-$4,000",193500,100000,0.516795866,93500,150000,0.775193798,43500,193500,1,0
200,American Journal of Preventive Medicine,0749-3797,1873-2607,,,Elsevier,49,hybrid,for profit,3300,"$3,001-$4,000",161700,98000,0.606060606,63700,147000,0.909090909,14700,161700,1,0
201,Journal of Cell Science,0021-9533,1477-9137,,,The Company of Biologists,49,hybrid,not for profit,5200,"$5,001-$6,000",254800,98000,0.384615385,156800,147000,0.576923077,107800,254800,1,0
202,Cancer Letters,0304-3835,1872-7980,,,Elsevier,48,hybrid,for profit,4960,"$4,001-$5,000",238080,96000,0.403225806,142080,144000,0.60483871,94080,238080,1,0
203,Journal of Neurophysiology,0022-3077,1522-1598,,,American Physiological Society,48,S2O,not for profit,995,"$1-$1,000",47760,47760,1,0,47760,1,0,47760,1,0
204,Obesity,1930-7381,1930-739X,,,Wiley,48,hybrid,for profit,4980,"$4,001-$5,000",239040,96000,0.401606426,143040,144000,0.602409639,95040,239040,1,0
205,Translational Vision Science & Technology,2164-2591,,,,Association for Research in Vision and Ophthalmology (ARVO),48,gold,not for profit,1950,"$1,001-$2,000",93600,93600,1,0,93600,1,0,93600,1,0
206,Journal of Neuroinflammation,1742-2094,,,,Springer Nature,48,gold,for profit,4090,"$4,001-$5,000",196320,96000,0.488997555,100320,144000,0.733496333,52320,196320,1,0
207,American Journal of Obstetrics and Gynecology,0002-9378,1097-6868,,,Elsevier,48,hybrid,for profit,5410,"$5,001-$6,000",259680,96000,0.369685767,163680,144000,0.554528651,115680,259680,1,0
208,Journal of the National Cancer Institute,0027-8874,1460-2105,,,Oxford University Press (OUP),48,hybrid,not for profit,5436,"$5,001-$6,000",260928,96000,0.367917586,164928,144000,0.55187638,116928,260928,1,0
209,Journal of Substance Use and Addiction Treatment,2949-8767,1873-6483,2949-8759,,Elsevier,48,hybrid,for profit,3440,"$3,001-$4,000",165120,96000,0.581395349,69120,144000,0.872093023,21120,165120,1,0
210,Journal of Controlled Release,0168-3659,1873-4995,,,Elsevier,47,hybrid,for profit,4440,"$4,001-$5,000",208680,94000,0.45045045,114680,141000,0.675675676,67680,208680,1,0
211,Journal of Investigative Dermatology,0022-202X,1523-1747,,,Elsevier,47,hybrid,for profit,3800,"$3,001-$4,000",178600,94000,0.526315789,84600,141000,0.789473684,37600,178600,1,0
212,Gut Microbes,1949-0976,1949-0984,,,Taylor & Francis,47,gold,for profit,3650,"$3,001-$4,000",171550,94000,0.547945205,77550,141000,0.821917808,30550,171550,1,0
213,Health Psychology,0278-6133,1930-7810,,,American Psychological Association (APA),47,hybrid,not for profit,3000,"$2,001-$3,000",141000,94000,0.666666667,47000,141000,1,0,141000,1,0
214,Schizophrenia Research,0920-9964,1573-2509,,,Elsevier,47,hybrid,for profit,3910,"$3,001-$4,000",183770,94000,0.511508951,89770,141000,0.767263427,42770,183770,1,0
215,Cancer Discovery,2159-8274,2159-8290,,,American Association for Cancer Research (AACR),46,hybrid,not for profit,11000,"$10,001-$11,000",506000,92000,0.181818182,414000,138000,0.272727273,368000,276000,0.545454545,230000
216,American Heart Journal,0002-8703,1097-6744,,,Elsevier,46,hybrid,for profit,4070,"$4,001-$5,000",187220,92000,0.491400491,95220,138000,0.737100737,49220,187220,1,0
217,Organic Letters,1523-7060,1523-7052,,,American Chemical Society (ACS),46,hybrid,not for profit,4500,"$4,001-$5,000",207000,92000,0.444444444,115000,138000,0.666666667,69000,207000,1,0
218,Pain,0304-3959,1872-6623,,,Wolters Kluwer,46,hybrid,for profit,4900,"$4,001-$5,000",225400,92000,0.408163265,133400,138000,0.612244898,87400,225400,1,0
219,The Lancet Regional Health - Americas,2667-193X,,,,Elsevier,46,gold,for profit,4930,"$4,001-$5,000",226780,92000,0.405679513,134780,138000,0.60851927,88780,226780,1,0
221,Pathogens,2076-0817,,,,MDPI,46,gold,for profit,2750,"$2,001-$3,000",126500,92000,0.727272727,34500,126500,1,0,126500,1,0
222,Frontiers in Cell and Developmental Biology,2296-634X,,,,Frontiers,46,gold,for profit,3906,"$3,001-$4,000",179676,92000,0.51203277,87676,138000,0.768049155,41676,179676,1,0
223,Journal of Nutrition,0022-3166,1541-6100,,,Elsevier,46,hybrid,for profit,5200,"$5,001-$6,000",239200,92000,0.384615385,147200,138000,0.576923077,101200,239200,1,0
224,Pharmaceutics,1999-4923,1999-4923,,,MDPI,46,gold,for profit,3625,"$3,001-$4,000",166750,92000,0.551724138,74750,138000,0.827586207,28750,166750,1,0
225,Annals of Clinical and Translational Neurology,2328-9503,,,,Wiley,46,gold,for profit,4100,"$4,001-$5,000",188600,92000,0.487804878,96600,138000,0.731707317,50600,188600,1,0
226,Brain Sciences,2076-3425,2076-3425,,,MDPI,46,gold,for profit,2750,"$2,001-$3,000",126500,92000,0.727272727,34500,126500,1,0,126500,1,0
227,Current Opinion in Neurobiology,0959-4388,1873-6882,,,Elsevier,45,hybrid,for profit,4320,"$4,001-$5,000",194400,90000,0.462962963,104400,135000,0.694444444,59400,194400,1,0
228,Bioengineering,0178-2029,2306-5354,,,MDPI,45,gold,for profit,3375,"$3,001-$4,000",151875,90000,0.592592593,61875,135000,0.888888889,16875,151875,1,0
229,Computers in Biology and Medicine,0010-4825,1879-0534,,,Elsevier,45,hybrid,for profit,3080,"$3,001-$4,000",138600,90000,0.649350649,48600,135000,0.974025974,3600,138600,1,0
230,IEEE Transactions on Medical Imaging,0278-0062,1558-254X,,,Institute of Electrical and Electronics Engineers (IEEE),44,hybrid,not for profit,2645,"$2,001-$3,000",116380,88000,0.756143667,28380,116380,1,0,116380,1,0
231,EClinicalMedicine,2589-5370,,,,Elsevier,44,gold,for profit,5780,"$5,001-$6,000",254320,88000,0.346020761,166320,132000,0.519031142,122320,254320,1,0
232,American Journal of Physiology - Cell Physiology,0363-6143,1522-1563,,,American Physiological Society,44,S2O,not for profit,995,"$1-$1,000",43780,43780,1,0,43780,1,0,43780,1,0
233,Alzheimer's & Dementia Diagnosis Assessment & Disease Monitoring,2352-8729,,,,Wiley,44,gold,for profit,2540,"$2,001-$3,000",111760,88000,0.787401575,23760,111760,1,0,111760,1,0
234,Gynecologic Oncology,0090-8258,1095-6859,,,Elsevier,44,hybrid,for profit,4380,"$4,001-$5,000",192720,88000,0.456621005,104720,132000,0.684931507,60720,192720,1,0
235,JAMA Health Forum,2689-0186,,,,American Medical Association (AMA),44,gold,not for profit,4000,"$3,001-$4,000",176000,88000,0.5,88000,132000,0.75,44000,176000,1,0
236,Redox Biology,2213-2317,,,,Elsevier,44,gold,for profit,4310,"$4,001-$5,000",189640,88000,0.464037123,101640,132000,0.696055684,57640,189640,1,0
237,Environmental Health Perspectives,0091-6765,1552-9924,,,Environmental Health Perspectives,43,gold (diamond),not for profit,0,0,0,0,1,0,0,1,0,0,1,0
238,Journal of The American Society for Mass Spectrometry,1044-0305,1879-1123,,,American Chemical Society (ACS),43,hybrid,not for profit,4500,"$4,001-$5,000",193500,86000,0.444444444,107500,129000,0.666666667,64500,193500,1,0
239,Advanced Functional Materials,1616-301X,1616-3028,,,Wiley,43,hybrid,for profit,5790,"$5,001-$6,000",248970,86000,0.345423143,162970,129000,0.518134715,119970,248970,1,0
240,The Lancet,0140-6736,1474-547X,,,Elsevier,43,hybrid,for profit,7890,"$7,001-$8,000",339270,86000,0.253485425,253270,129000,0.380228137,210270,258000,0.760456274,81270
241,Neuropharmacology,0028-3908,1873-7064,,,Elsevier,43,hybrid,for profit,4300,"$4,001-$5,000",184900,86000,0.465116279,98900,129000,0.697674419,55900,184900,1,0
242,Transplantation and Cellular Therapy,2666-6367,1523-6536,,,Elsevier,43,hybrid,for profit,3650,"$3,001-$4,000",156950,86000,0.547945205,70950,129000,0.821917808,27950,156950,1,0
243,Cancer Cell,1535-6108,1878-3686,,,Elsevier,43,hybrid,for profit,10400,"$10,001-$11,000",447200,86000,0.192307692,361200,129000,0.288461538,318200,258000,0.576923077,189200
244,Clinical Gastroenterology and Hepatology,1542-3565,1542-7714,,,Elsevier,43,hybrid,for profit,4470,"$4,001-$5,000",192210,86000,0.447427293,106210,129000,0.67114094,63210,192210,1,0
245,Toxicological Sciences,1096-6080,1096-0929,,,Oxford University Press (OUP),43,hybrid,not for profit,4671,"$4,001-$5,000",200853,86000,0.428173839,114853,129000,0.642260758,71853,200853,1,0
246,Frontiers in Medicine,2296-858X,,,,Frontiers,42,gold,for profit,3906,"$3,001-$4,000",164052,84000,0.51203277,80052,126000,0.768049155,38052,164052,1,0
247,Journal of Vascular Surgery,0741-5214,1097-6809,,,Elsevier,42,hybrid,for profit,4010,"$4,001-$5,000",168420,84000,0.498753117,84420,126000,0.748129676,42420,168420,1,0
248,JAMA Pediatrics,2168-6203,2168-6211,,,American Medical Association (AMA),42,hybrid,not for profit,6000,"$5,001-$6,000",252000,84000,0.333333333,168000,126000,0.5,126000,252000,1,0
249,Journal of the International AIDS Society,1758-2652,,,,Wiley,42,gold,for profit,2600,"$2,001-$3,000",109200,84000,0.769230769,25200,109200,1,0,109200,1,0
250,Nature Metabolism,2522-5812,,,,Springer Nature,42,hybrid,for profit,12690,"$12,001-$13,000",532980,84000,0.157604413,448980,126000,0.236406619,406980,252000,0.472813239,280980
251,The American Journal of Gastroenterology,0002-9270,1572-0241,,,Wolters Kluwer,41,hybrid,for profit,4700,"$4,001-$5,000",192700,82000,0.425531915,110700,123000,0.638297872,69700,192700,1,0
252,Preventive Medicine Reports,2211-3355,,,,Elsevier,41,gold,for profit,2610,"$2,001-$3,000",107010,82000,0.766283525,25010,107010,1,0,107010,1,0
253,Emerging Infectious Diseases,1080-6040,1080-6059,,,Centers for Disease Control and Prevention (CDC),41,gold (diamond),not for profit,0,0,0,0,1,0,0,1,0,0,1,0
254,Addiction,0965-2140,1360-0443,,,Wiley,41,hybrid,for profit,4600,"$4,001-$5,000",188600,82000,0.434782609,106600,123000,0.652173913,65600,188600,1,0
255,The EMBO Journal,0261-4189,1460-2075,,,Springer Nature,41,gold,for profit,7990,"$7,001-$8,000",327590,82000,0.250312891,245590,123000,0.375469337,204590,246000,0.750938673,81590
256,JCO Precision Oncology,2473-4284,,,,American Society of Clinical Oncology (ASCO),41,hybrid,not for profit,3300,"$3,001-$4,000",135300,82000,0.606060606,53300,123000,0.909090909,12300,135300,1,0
257,Health Services Research,0017-9124,1475-6773,,,Wiley,41,hybrid,for profit,3750,"$3,001-$4,000",153750,82000,0.533333333,71750,123000,0.8,30750,153750,1,0
258,Neuro-Oncology,1522-8517,1523-5866,,,Oxford University Press (OUP),41,hybrid,not for profit,5132,"$5,001-$6,000",210412,82000,0.389711613,128412,123000,0.58456742,87412,210412,1,0
259,Bio-protocol,2331-8325,,,,Bio-Protocol,41,gold,not for profit,1200,"$1,001-$2,000",49200,49200,1,0,49200,1,0,49200,1,0
